gene1_Label	gene1_start	gene1_end	gene1_reference	Atf1_Transcription_Factor1_Label	Atf1_Transcription_Factor167_Offset
gene-LOC102654894	5018111	5022360	NC_037638.1	Atf1_4936	-6
gene-LOC102654894	5018111	5022360	NC_037638.1	Atf1_4937	-21
gene-LOC100577782	5126906	5128229	NC_037638.1	Atf1_4919	76
gene-LOC100577782	5126906	5128229	NC_037638.1	Atf1_4920	32
gene-LOC102655057	5138185	5140045	NC_037638.1	Atf1_4918	-7
gene-LOC551411	4810351	4811580	NC_037638.1	Atf1_4944	-28
gene-LOC551411	4810351	4811580	NC_037638.1	Atf1_4945	60
gene-LOC551411	4810351	4811580	NC_037638.1	Atf1_4946	-41
gene-LOC551411	4810351	4811580	NC_037638.1	Atf1_4947	-50
gene-LOC552743	5033450	5034493	NC_037638.1	Atf1_4930	-36
gene-LOC552743	5033450	5034493	NC_037638.1	Atf1_4931	-33
gene-LOC100577822	4952465	4964093	NC_037638.1	Atf1_4938	-34
gene-LOC100577822	4952465	4964093	NC_037638.1	Atf1_4939	-87
gene-LOC409468	5243025	5311087	NC_037638.1	Atf1_4916	43
gene-LOC726088	5322270	5326073	NC_037638.1	Atf1_4914	-88
gene-LOC107964618	5649494	5650852	NC_037638.1	Atf1_4902	57
gene-LOC100578458	5878017	5884965	NC_037638.1	Atf1_4895	-50
gene-LOC100576291	5806790	5967005	NC_037638.1	Atf1_4894	-78
gene-LOC113219420	5715297	5715461	NC_037638.1	Atf1_4899	-99
gene-LOC100576547	5660397	5680679	NC_037638.1	Atf1_4900	-7
gene-LOC100576547	5660397	5680679	NC_037638.1	Atf1_4901	-56
gene-LOC550785	5783719	5803425	NC_037638.1	Atf1_4896	47
gene-LOC412189	5491643	5492776	NC_037638.1	Atf1_4905	-34
gene-LOC412189	5491643	5492776	NC_037638.1	Atf1_4906	-29
gene-LOC410749	5984967	5989974	NC_037638.1	Atf1_4892	1
gene-LOC113218708	5977450	5979275	NC_037638.1	Atf1_4893	-43
gene-LOC410034	5441212	5446737	NC_037638.1	Atf1_4910	-61
gene-LOC410034	5441212	5446737	NC_037638.1	Atf1_4911	-58
gene-LOC551556	5625006	5626665	NC_037638.1	Atf1_4903	-41
gene-LOC102655431	5611633	5613472	NC_037638.1	Atf1_4904	17
gene-LOC724327	5452890	5457404	NC_037638.1	Atf1_4908	-45
gene-LOC102653822	5796269	5798061	NC_037638.1	Atf1_4897	52
gene-LOC100576321	5471156	5479441	NC_037638.1	Atf1_4907	-31
gene-LOC102656214	5432617	5435440	NC_037638.1	Atf1_4912	-20
gene-LOC100578115	5344735	5346635	NC_037638.1	Atf1_4913	-52
gene-LOC410033	5450413	5452709	NC_037638.1	Atf1_4909	7
gene-LOC412829	6494979	6504439	NC_037638.1	Atf1_4881	-89
gene-LOC552316	6028408	6031113	NC_037638.1	Atf1_4890	75
gene-LOC412458	6481219	6485582	NC_037638.1	Atf1_4882	69
gene-LOC102655155	6376474	6377870	NC_037638.1	Atf1_4888	6
gene-LOC552038	6019688	6021000	NC_037638.1	Atf1_4891	-85
gene-LOC552187	6068966	6079055	NC_037638.1	Atf1_4889	70
gene-LOC414022	6386705	6406227	NC_037638.1	Atf1_4885	56
gene-LOC414022	6386705	6406227	NC_037638.1	Atf1_4886	59
gene-LOC414022	6386705	6406227	NC_037638.1	Atf1_4887	2
gene-LOC409957	6634440	6643220	NC_037638.1	Atf1_4866	50
gene-LOC724115	6617369	6621471	NC_037638.1	Atf1_4869	0
gene-LOC724115	6617369	6621471	NC_037638.1	Atf1_4870	22
gene-LOC102656856	6574691	6576347	NC_037638.1	Atf1_4874	-16
gene-LOC551974	6571640	6572750	NC_037638.1	Atf1_4876	-82
gene-LOC551154	6624336	6627682	NC_037638.1	Atf1_4867	-88
gene-LOC727087	6598451	6601077	NC_037638.1	Atf1_4871	84
gene-LOC727087	6598451	6601077	NC_037638.1	Atf1_4872	78
gene-LOC727087	6598451	6601077	NC_037638.1	Atf1_4873	8
gene-LOC552001	6573114	6575109	NC_037638.1	Atf1_4875	-72
gene-LOC409527	6564264	6568854	NC_037638.1	Atf1_4877	-85
gene-LOC409527	6564264	6568854	NC_037638.1	Atf1_4878	34
gene-LOC724536	6537539	6541325	NC_037638.1	Atf1_4880	-11
gene-LOC724144	6622482	6623792	NC_037638.1	Atf1_4868	24
gene-LOC724455	6550364	6554904	NC_037638.1	Atf1_4879	69
gene-LOC100577254	6652662	6778768	NC_037638.1	Atf1_4864	2
gene-LOC410739	7153473	7209567	NC_037638.1	Atf1_4848	-2
gene-LOC410739	7153473	7209567	NC_037638.1	Atf1_4849	-15
gene-LOC408608	7780835	7781974	NC_037638.1	Atf1_4847	-80
gene-LOC107964213	6990666	6995421	NC_037638.1	Atf1_4859	27
gene-LOC107964213	6990666	6995421	NC_037638.1	Atf1_4860	-22
gene-LOC102656788	7011701	7013650	NC_037638.1	Atf1_4858	62
gene-LOC726412	7067098	7072630	NC_037638.1	Atf1_4852	-91
gene-LOC409749	7073676	7084219	NC_037638.1	Atf1_4851	41
gene-LOC550645	6957464	6988656	NC_037638.1	Atf1_4861	-9
gene-LOC550645	6957464	6988656	NC_037638.1	Atf1_4862	-53
gene-LOC410745	6881427	6886330	NC_037638.1	Atf1_4863	-73
gene-LOC551384	7049515	7052755	NC_037638.1	Atf1_4857	11
gene-LOC551416	7054572	7057362	NC_037638.1	Atf1_4853	31
gene-LOC551416	7054572	7057362	NC_037638.1	Atf1_4854	-27
gene-LOC551416	7054572	7057362	NC_037638.1	Atf1_4855	-34
gene-LOC413056	7076345	7082316	NC_037638.1	Atf1_4850	70
gene-LOC102655946	6716027	6718594	NC_037638.1	Atf1_4865	-88
gene-LOC413813	7052986	7054802	NC_037638.1	Atf1_4856	86
gene-LOC410736	7904670	7912643	NC_037638.1	Atf1_4846	69
gene-LOC551318	8246179	8246858	NC_037638.1	Atf1_4841	91
gene-LOC551241	8185775	8188764	NC_037638.1	Atf1_4842	-10
gene-LOC551241	8185775	8188764	NC_037638.1	Atf1_4843	-5
gene-LOC102656327	7936008	7937309	NC_037638.1	Atf1_4845	-56
gene-LOC408603	8336009	8340329	NC_037638.1	Atf1_4838	82
gene-LOC113219089	8645146	8650832	NC_037638.1	Atf1_4834	46
gene-LOC100577113	8183446	8185628	NC_037638.1	Atf1_4844	-19
gene-LOC113219001	9066214	9068116	NC_037638.1	Atf1_4826	-100
gene-LOC107964879	8317861	8326895	NC_037638.1	Atf1_4840	31
gene-LOC107966074	9045540	9045939	NC_037638.1	Atf1_4827	66
gene-LOC107966074	9045540	9045939	NC_037638.1	Atf1_4828	56
gene-LOC107966074	9045540	9045939	NC_037638.1	Atf1_4829	16
gene-LOC107966074	9045540	9045939	NC_037638.1	Atf1_4830	-54
gene-LOC107966074	9045540	9045939	NC_037638.1	Atf1_4831	-74
gene-LOC409113	9098858	9101013	NC_037638.1	Atf1_4821	38
gene-LOC409113	9098858	9101013	NC_037638.1	Atf1_4822	-41
gene-LOC113219090	8652396	8654843	NC_037638.1	Atf1_4832	44
gene-LOC113219090	8652396	8654843	NC_037638.1	Atf1_4833	87
gene-LOC410733	8341630	8401769	NC_037638.1	Atf1_4836	-64
gene-LOC410733	8341630	8401769	NC_037638.1	Atf1_4837	-35
gene-LOC551546	9069755	9071792	NC_037638.1	Atf1_4823	-26
gene-LOC551546	9069755	9071792	NC_037638.1	Atf1_4824	-3
gene-LOC551546	9069755	9071792	NC_037638.1	Atf1_4825	-83
gene-LOC408601	8533201	8534672	NC_037638.1	Atf1_4835	-87
gene-LOC102653881	8329382	8330852	NC_037638.1	Atf1_4839	77
gene-LOC102653825	9725357	9730281	NC_037638.1	Atf1_4806	68
gene-LOC413470	9273480	9275481	NC_037638.1	Atf1_4815	36
gene-LOC413470	9273480	9275481	NC_037638.1	Atf1_4816	63
gene-LOC409607	9336274	9344673	NC_037638.1	Atf1_4810	9
gene-LOC551581	9174281	9187572	NC_037638.1	Atf1_4817	48
gene-LOC551581	9174281	9187572	NC_037638.1	Atf1_4818	-48
gene-LOC102655493	9658310	9659461	NC_037638.1	Atf1_4807	79
gene-LOC409078	9146468	9170519	NC_037638.1	Atf1_4819	91
gene-LOC412114	9135715	9139390	NC_037638.1	Atf1_4820	-96
gene-LOC409924	9274924	9296077	NC_037638.1	Atf1_4812	-88
gene-LOC409924	9274924	9296077	NC_037638.1	Atf1_4813	-76
gene-LOC409924	9274924	9296077	NC_037638.1	Atf1_4814	32
gene-LOC113218547	9393306	9405465	NC_037638.1	Atf1_4808	60
gene-LOC113218547	9393306	9405465	NC_037638.1	Atf1_4809	-4
gene-LOC413467	9310559	9318566	NC_037638.1	Atf1_4811	-100
gene-LOC410730	10469529	10472687	NC_037638.1	Atf1_4802	97
gene-LOC551939	10759429	10760919	NC_037638.1	Atf1_4792	-2
gene-LOC410115	10730460	10732646	NC_037638.1	Atf1_4796	78
gene-LOC725576	10487238	10494536	NC_037638.1	Atf1_4800	84
gene-LOC410729	10476643	10478968	NC_037638.1	Atf1_4801	44
gene-LOC410116	10733613	10736662	NC_037638.1	Atf1_4795	88
gene-LOC409756	10768894	10772534	NC_037638.1	Atf1_4791	-20
gene-LOC409757	10779788	10786471	NC_037638.1	Atf1_4790	-96
gene-LOC413907	10746146	10753186	NC_037638.1	Atf1_4793	-68
gene-LOC551790	10792753	10796244	NC_037638.1	Atf1_4787	-18
gene-LOC551790	10792753	10796244	NC_037638.1	Atf1_4788	57
gene-LOC551790	10792753	10796244	NC_037638.1	Atf1_4789	33
gene-LOC102654510	10738509	10742586	NC_037638.1	Atf1_4794	-94
gene-LOC113219406	10586147	10593355	NC_037638.1	Atf1_4798	14
gene-LOC113219191	10519217	10520546	NC_037638.1	Atf1_4799	88
gene-LOC113219418	10719812	10720840	NC_037638.1	Atf1_4797	87
gene-LOC410726	10934933	10937237	NC_037638.1	Atf1_4784	86
gene-LOC107964511	11099605	11104176	NC_037638.1	Atf1_4781	-35
gene-LOC725237	10901559	10905921	NC_037638.1	Atf1_4785	6
gene-LOC725237	10901559	10905921	NC_037638.1	Atf1_4786	-4
gene-LOC102656318	11091784	11094800	NC_037638.1	Atf1_4782	17
gene-LOC102656318	11091784	11094800	NC_037638.1	Atf1_4783	-13
gene-LOC551636	11517290	11520515	NC_037638.1	Atf1_4752	75
gene-LOC552094	11135469	11143981	NC_037638.1	Atf1_4779	34
gene-LOC409733	11313666	11348520	NC_037638.1	Atf1_4762	80
gene-LOC409733	11313666	11348520	NC_037638.1	Atf1_4763	85
gene-LOC552140	11119559	11123847	NC_037638.1	Atf1_4780	37
gene-LOC409218	11531763	11535083	NC_037638.1	Atf1_4749	-13
gene-LOC725225	11527169	11528989	NC_037638.1	Atf1_4750	-38
gene-LOC726223	11491390	11495543	NC_037638.1	Atf1_4754	-80
gene-LOC726223	11491390	11495543	NC_037638.1	Atf1_4755	69
gene-LOC408590	11306886	11312275	NC_037638.1	Atf1_4764	-35
gene-LOC410724	11205468	11294717	NC_037638.1	Atf1_4773	-76
gene-LOC410724	11205468	11294717	NC_037638.1	Atf1_4774	91
gene-LOC552374	11359226	11419627	NC_037638.1	Atf1_4756	79
gene-LOC412112	11541820	11545740	NC_037638.1	Atf1_4748	-64
gene-LOC102653612	11382476	11383210	NC_037638.1	Atf1_4757	-63
gene-LOC102653612	11382476	11383210	NC_037638.1	Atf1_4758	-9
gene-LOC408591	11302312	11306070	NC_037638.1	Atf1_4765	-78
gene-LOC550948	11295775	11301280	NC_037638.1	Atf1_4766	-77
gene-LOC550948	11295775	11301280	NC_037638.1	Atf1_4767	-41
gene-LOC550948	11295775	11301280	NC_037638.1	Atf1_4768	-39
gene-LOC550948	11295775	11301280	NC_037638.1	Atf1_4769	69
gene-LOC550948	11295775	11301280	NC_037638.1	Atf1_4770	-22
gene-LOC550948	11295775	11301280	NC_037638.1	Atf1_4771	-65
gene-LOC725882	11513653	11515676	NC_037638.1	Atf1_4753	56
gene-LOC100577140	11352890	11356524	NC_037638.1	Atf1_4761	-75
gene-LOC552067	11158882	11159963	NC_037638.1	Atf1_4777	29
gene-LOC552067	11158882	11159963	NC_037638.1	Atf1_4778	81
gene-LOC726060	11163718	11178871	NC_037638.1	Atf1_4775	-91
gene-LOC726060	11163718	11178871	NC_037638.1	Atf1_4776	50
gene-LOC107965530	11284594	11285588	NC_037638.1	Atf1_4772	60
gene-LOC102653642	11381442	11384122	NC_037638.1	Atf1_4759	70
gene-LOC102653642	11381442	11384122	NC_037638.1	Atf1_4760	-87
gene-LOC411555	11828017	11835579	NC_037638.1	Atf1_4723	60
gene-LOC411555	11828017	11835579	NC_037638.1	Atf1_4724	71
gene-LOC107965313	11829129	11831745	NC_037638.1	Atf1_4725	80
gene-LOC107965313	11829129	11831745	NC_037638.1	Atf1_4726	29
gene-LOC726824	11838405	11840156	NC_037638.1	Atf1_4721	-47
gene-LOC726824	11838405	11840156	NC_037638.1	Atf1_4722	-30
gene-LOC727396	11672635	11677499	NC_037638.1	Atf1_4738	63
gene-LOC412721	11682623	11690184	NC_037638.1	Atf1_4737	-49
gene-LOC724633	11690471	11690998	NC_037638.1	Atf1_4736	12
gene-LOC113219403	11764474	11765275	NC_037638.1	Atf1_4731	-68
gene-LOC726264	11701378	11703257	NC_037638.1	Atf1_4735	6
gene-LOC412748	11614834	11643427	NC_037638.1	Atf1_4745	91
gene-LOC726918	11605324	11612024	NC_037638.1	Atf1_4746	-25
gene-LOC409859	11825196	11828137	NC_037638.1	Atf1_4727	-86
gene-LOC409859	11825196	11828137	NC_037638.1	Atf1_4728	60
gene-LOC409859	11825196	11828137	NC_037638.1	Atf1_4729	-39
gene-LOC409859	11825196	11828137	NC_037638.1	Atf1_4730	-83
gene-LOC550977	11667935	11671958	NC_037638.1	Atf1_4739	-60
gene-LOC727390	11650539	11659612	NC_037638.1	Atf1_4740	75
gene-LOC409079	11646549	11648373	NC_037638.1	Atf1_4741	-8
gene-LOC409079	11646549	11648373	NC_037638.1	Atf1_4742	-1
gene-LOC409079	11646549	11648373	NC_037638.1	Atf1_4743	2
gene-LOC409079	11646549	11648373	NC_037638.1	Atf1_4744	-5
gene-LOC411997	11581638	11590265	NC_037638.1	Atf1_4747	-38
gene-LOC413677	11982112	12020267	NC_037638.1	Atf1_4709	62
gene-LOC551679	12025002	12028966	NC_037638.1	Atf1_4708	-59
gene-LOC409481	11885323	11888985	NC_037638.1	Atf1_4719	-98
gene-LOC726972	12073196	12170406	NC_037638.1	Atf1_4702	65
gene-LOC409646	11855130	11865607	NC_037638.1	Atf1_4720	21
gene-LOC552440	12068718	12070759	NC_037638.1	Atf1_4703	88
gene-LOC100578657	11895862	11898128	NC_037638.1	Atf1_4717	-25
gene-LOC100578657	11895862	11898128	NC_037638.1	Atf1_4718	95
gene-LOC102655933	11997059	11999607	NC_037638.1	Atf1_4710	-72
gene-LOC102655933	11997059	11999607	NC_037638.1	Atf1_4711	-90
gene-LOC409571	12054414	12056642	NC_037638.1	Atf1_4704	11
gene-LOC409571	12054414	12056642	NC_037638.1	Atf1_4705	90
gene-LOC409571	12054414	12056642	NC_037638.1	Atf1_4706	95
gene-LOC107965622	12120914	12123998	NC_037638.1	Atf1_4701	-82
gene-LOC409401	12030778	12038822	NC_037638.1	Atf1_4707	-13
gene-LOC410035	11908365	11972016	NC_037638.1	Atf1_4714	-71
gene-LOC410035	11908365	11972016	NC_037638.1	Atf1_4715	-61
gene-LOC410035	11908365	11972016	NC_037638.1	Atf1_4716	-68
gene-LOC107964488	11959940	11962708	NC_037638.1	Atf1_4712	-28
gene-LOC107964488	11959940	11962708	NC_037638.1	Atf1_4713	-18
gene-LOC724235	12173153	12191984	NC_037638.1	Atf1_4700	-36
gene-LOC107965163	12508952	12513373	NC_037638.1	Atf1_4691	-62
gene-LOC102653708	12601887	12603768	NC_037638.1	Atf1_4684	-34
gene-LOC102653708	12601887	12603768	NC_037638.1	Atf1_4685	77
gene-LOC102656491	12531197	12532170	NC_037638.1	Atf1_4688	33
gene-LOC102656491	12531197	12532170	NC_037638.1	Atf1_4689	36
gene-LOC100576586	12604106	12610130	NC_037638.1	Atf1_4683	-42
gene-LOC409718	12351358	12356140	NC_037638.1	Atf1_4695	26
gene-LOC409718	12351358	12356140	NC_037638.1	Atf1_4696	49
gene-LOC409718	12351358	12356140	NC_037638.1	Atf1_4697	43
gene-LOC409739	12599846	12602924	NC_037638.1	Atf1_4686	-67
gene-LOC725489	13091753	13141406	NC_037638.1	Atf1_4682	-45
gene-LOC409258	12409213	12411012	NC_037638.1	Atf1_4693	24
gene-LOC724625	12356708	12358377	NC_037638.1	Atf1_4694	-62
gene-LOC102656359	12521033	12522578	NC_037638.1	Atf1_4690	-50
gene-LOC726920	12537911	12540839	NC_037638.1	Atf1_4687	43
gene-LOC552166	12416587	12421693	NC_037638.1	Atf1_4692	-44
gene-LOC113219319	12310492	12310743	NC_037638.1	Atf1_4698	-35
gene-LOC724680	12309165	12357970	NC_037638.1	Atf1_4699	100
gene-LOC102654405	13288346	13289647	NC_037638.1	Atf1_4675	41
gene-LOC100578389	13215322	13282394	NC_037638.1	Atf1_4677	24
gene-LOC100578389	13215322	13282394	NC_037638.1	Atf1_4678	-31
gene-LOC725818	13200373	13215239	NC_037638.1	Atf1_4679	-41
gene-LOC725818	13200373	13215239	NC_037638.1	Atf1_4680	72
gene-LOC725818	13200373	13215239	NC_037638.1	Atf1_4681	75
gene-LOC100577753	14066367	14069729	NC_037638.1	Atf1_4665	-22
gene-LOC100577753	14066367	14069729	NC_037638.1	Atf1_4666	-9
gene-LOC100577905	14007880	14017227	NC_037638.1	Atf1_4668	-98
gene-LOC100577905	14007880	14017227	NC_037638.1	Atf1_4669	69
gene-LOC100577905	14007880	14017227	NC_037638.1	Atf1_4670	-88
gene-LOC413631	14139405	14161595	NC_037638.1	Atf1_4664	3
gene-LOC107963975	13283979	13285235	NC_037638.1	Atf1_4676	75
gene-LOC102654266	13604427	13606546	NC_037638.1	Atf1_4671	-18
gene-LOC102654266	13604427	13606546	NC_037638.1	Atf1_4672	-11
gene-LOC102654266	13604427	13606546	NC_037638.1	Atf1_4673	-2
gene-LOC412316	14023509	14027410	NC_037638.1	Atf1_4667	10
gene-LOC724117	13295754	13297301	NC_037638.1	Atf1_4674	75
gene-LOC102656429	14291040	14328764	NC_037638.1	Atf1_4662	87
gene-LOC552036	14359630	14371051	NC_037638.1	Atf1_4651	-61
gene-LOC726220	14358546	14359333	NC_037638.1	Atf1_4652	41
gene-LOC410717	14374415	14422008	NC_037638.1	Atf1_4650	18
gene-LOC724761	14429464	14435858	NC_037638.1	Atf1_4649	-61
gene-LOC100578721	14348780	14351546	NC_037638.1	Atf1_4655	58
gene-LOC100578721	14348780	14351546	NC_037638.1	Atf1_4656	61
gene-LOC100578721	14348780	14351546	NC_037638.1	Atf1_4657	-37
gene-LOC100578721	14348780	14351546	NC_037638.1	Atf1_4658	-79
gene-LOC409579	14332689	14338081	NC_037638.1	Atf1_4660	22
gene-LOC409579	14332689	14338081	NC_037638.1	Atf1_4661	-24
gene-LOC100578782	14347350	14348563	NC_037638.1	Atf1_4659	-44
gene-LOC552091	14352995	14355214	NC_037638.1	Atf1_4653	-95
gene-LOC552091	14352995	14355214	NC_037638.1	Atf1_4654	67
gene-LOC724796	14442379	14447673	NC_037638.1	Atf1_4648	33
gene-LOC552221	14946807	14958478	NC_037638.1	Atf1_4631	-47
gene-LOC552221	14946807	14958478	NC_037638.1	Atf1_4632	-31
gene-LOC412081	14774097	14801999	NC_037638.1	Atf1_4646	-14
gene-LOC412081	14774097	14801999	NC_037638.1	Atf1_4647	-40
gene-LOC411704	14882851	14885879	NC_037638.1	Atf1_4634	86
gene-LOC411705	14886948	14892128	NC_037638.1	Atf1_4633	7
gene-LOC409910	14864276	14868745	NC_037638.1	Atf1_4638	47
gene-LOC409910	14864276	14868745	NC_037638.1	Atf1_4639	-14
gene-LOC726172	14808708	14814045	NC_037638.1	Atf1_4645	-12
gene-LOC409909	14870735	14873147	NC_037638.1	Atf1_4635	9
gene-LOC409909	14870735	14873147	NC_037638.1	Atf1_4636	99
gene-LOC409909	14870735	14873147	NC_037638.1	Atf1_4637	48
gene-LOC409911	14857657	14860306	NC_037638.1	Atf1_4640	-51
gene-LOC552186	14837513	14840074	NC_037638.1	Atf1_4643	-70
gene-LOC552186	14837513	14840074	NC_037638.1	Atf1_4644	49
gene-LOC413228	14848572	14851051	NC_037638.1	Atf1_4641	-52
gene-LOC413228	14848572	14851051	NC_037638.1	Atf1_4642	-49
gene-LOC551978	15101258	15102679	NC_037638.1	Atf1_4626	-13
gene-LOC551978	15101258	15102679	NC_037638.1	Atf1_4627	94
gene-LOC551109	15202787	15208262	NC_037638.1	Atf1_4620	68
gene-LOC551109	15202787	15208262	NC_037638.1	Atf1_4621	-39
gene-LOC551699	15175050	15178995	NC_037638.1	Atf1_4623	-72
gene-LOC100576231	15079323	15084526	NC_037638.1	Atf1_4628	64
gene-LOC406132	15189244	15189759	NC_037638.1	Atf1_4622	70
gene-LOC107964283	15102851	15103445	NC_037638.1	Atf1_4625	-32
gene-LOC409193	14972629	14982152	NC_037638.1	Atf1_4629	71
gene-LOC409193	14972629	14982152	NC_037638.1	Atf1_4630	67
gene-LOC408585	16047962	16049284	NC_037638.1	Atf1_4609	43
gene-LOC551205	15211530	15215886	NC_037638.1	Atf1_4619	39
gene-LOC412626	15729220	15731261	NC_037638.1	Atf1_4616	-1
gene-LOC413562	16532590	16656619	NC_037638.1	Atf1_4606	-46
gene-LOC100577019	15892687	15907125	NC_037638.1	Atf1_4610	-1
gene-LOC113219123	16528609	16529966	NC_037638.1	Atf1_4607	24
gene-LOC113219123	16528609	16529966	NC_037638.1	Atf1_4608	34
gene-LOC724539	15534939	15612125	NC_037638.1	Atf1_4618	-58
gene-LOC413672	15644331	15647509	NC_037638.1	Atf1_4617	-81
gene-LOC725238	15883259	15884110	NC_037638.1	Atf1_4611	81
gene-LOC412948	15858875	15873116	NC_037638.1	Atf1_4613	72
gene-LOC412948	15858875	15873116	NC_037638.1	Atf1_4614	-54
gene-LOC409689	15872178	15875269	NC_037638.1	Atf1_4612	29
gene-LOC107964890	16741325	16744168	NC_037638.1	Atf1_4601	-87
gene-LOC724991	17579585	17610392	NC_037638.1	Atf1_4594	23
gene-LOC551621	16988037	16994527	NC_037638.1	Atf1_4598	-31
gene-LOC551621	16988037	16994527	NC_037638.1	Atf1_4599	-28
gene-LOC100576338	16671859	16674940	NC_037638.1	Atf1_4603	48
gene-LOC409706	16771661	16774154	NC_037638.1	Atf1_4600	89
gene-LOC113218643	17076655	17077410	NC_037638.1	Atf1_4596	61
gene-LOC724237	16651285	16671767	NC_037638.1	Atf1_4604	65
gene-LOC724237	16651285	16671767	NC_037638.1	Atf1_4605	-4
gene-LOC724763	16995813	16999831	NC_037638.1	Atf1_4597	-13
gene-LOC409970	16691312	16717838	NC_037638.1	Atf1_4602	-96
gene-LOC410702	17891145	17894755	NC_037638.1	Atf1_4591	49
gene-LOC725387	18581362	18586248	NC_037638.1	Atf1_4581	76
gene-LOC725348	18576048	18586776	NC_037638.1	Atf1_4582	0
gene-LOC725348	18576048	18586776	NC_037638.1	Atf1_4583	-7
gene-LOC107963961	17896824	17899550	NC_037638.1	Atf1_4590	-65
gene-LOC724904	18424789	18429288	NC_037638.1	Atf1_4589	63
gene-LOC725458	18587042	18589811	NC_037638.1	Atf1_4579	-36
gene-LOC725458	18587042	18589811	NC_037638.1	Atf1_4580	55
gene-LOC100578243	18547478	18548754	NC_037638.1	Atf1_4587	10
gene-LOC113218757	18569124	18570405	NC_037638.1	Atf1_4585	9
gene-LOC113219411	17840918	17841585	NC_037638.1	Atf1_4592	50
gene-LOC113219411	17840918	17841585	NC_037638.1	Atf1_4593	-23
gene-LOC413099	18539024	18543713	NC_037638.1	Atf1_4588	-56
gene-LOC100576169	19323929	19333458	NC_037638.1	Atf1_4574	3
gene-LOC100576169	19323929	19333458	NC_037638.1	Atf1_4575	-4
gene-LOC410687	19341587	19344077	NC_037638.1	Atf1_4571	-91
gene-LOC724332	19347629	19349953	NC_037638.1	Atf1_4568	-56
gene-LOC724332	19347629	19349953	NC_037638.1	Atf1_4569	13
gene-LOC724332	19347629	19349953	NC_037638.1	Atf1_4570	-62
gene-LOC410083	19334638	19341251	NC_037638.1	Atf1_4572	11
gene-LOC410083	19334638	19341251	NC_037638.1	Atf1_4573	-6
gene-LOC408579	18848643	18889873	NC_037638.1	Atf1_4578	-81
gene-LOC551647	18933563	19181102	NC_037638.1	Atf1_4576	18
gene-LOC408578	18890658	18893124	NC_037638.1	Atf1_4577	-40
gene-LOC552251	19487688	19556564	NC_037638.1	Atf1_4561	27
gene-LOC102656224	19464539	19467231	NC_037638.1	Atf1_4562	-27
gene-LOC410688	19436837	19443893	NC_037638.1	Atf1_4566	55
gene-LOC410688	19436837	19443893	NC_037638.1	Atf1_4567	69
gene-LOC552141	19439382	19446577	NC_037638.1	Atf1_4563	63
gene-LOC552141	19439382	19446577	NC_037638.1	Atf1_4564	10
gene-LOC552141	19439382	19446577	NC_037638.1	Atf1_4565	-86
gene-LOC726034	20138920	20140865	NC_037638.1	Atf1_4545	-79
gene-LOC412777	20279299	20333724	NC_037638.1	Atf1_4540	-57
gene-LOC725980	20111421	20112500	NC_037638.1	Atf1_4546	-57
gene-LOC551451	20100745	20102988	NC_037638.1	Atf1_4548	86
gene-LOC551451	20100745	20102988	NC_037638.1	Atf1_4549	-58
gene-LOC410683	20096646	20100419	NC_037638.1	Atf1_4550	-49
gene-LOC102653813	19774610	19775771	NC_037638.1	Atf1_4559	37
gene-LOC725609	19786055	19786958	NC_037638.1	Atf1_4552	60
gene-LOC107963988	20262888	20266708	NC_037638.1	Atf1_4544	-16
gene-LOC408574	20269850	20273879	NC_037638.1	Atf1_4542	-44
gene-LOC408574	20269850	20273879	NC_037638.1	Atf1_4543	76
gene-LOC551791	20274268	20275686	NC_037638.1	Atf1_4541	-38
gene-LOC102654681	20103076	20104409	NC_037638.1	Atf1_4547	50
gene-LOC410684	20054742	20091403	NC_037638.1	Atf1_4551	-33
gene-LOC100578060	19775880	19777537	NC_037638.1	Atf1_4558	-67
gene-LOC409936	19768079	19773364	NC_037638.1	Atf1_4560	-62
gene-LOC413499	19777724	19780145	NC_037638.1	Atf1_4555	36
